txn_id,customer_id,account_id,amount,txn_type,payment_mode,category,subcategory,merchant_name,txn_date,city,state,country,description,created_at
409,5,3,3500,CREDIT,UPI,TRANSFER,Refund,Zomato,08-12-2025 10:20,Nagpur,Maharashtra,India,Order refund,08-12-2025 10:21
410,6,4,55000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:30,Delhi,Delhi,India,Monthly salary credit,01-12-2025 09:35
411,6,4,8000,CREDIT,IMPS,TRANSFER,Fund Transfer,Google Pay,18-12-2025 14:00,Delhi,Delhi,India,Received from family,18-12-2025 14:01
412,7,5,22000,CREDIT,NEFT,INCOME,Salary,BOI Payroll,01-12-2025 10:00,Bengaluru,Karnataka,India,Monthly salary credit,01-12-2025 10:05
413,7,5,1500,CREDIT,UPI,TRANSFER,Cashback,Paytm,05-12-2025 13:15,Bengaluru,Karnataka,India,Cashback received,05-12-2025 13:16
414,8,6,95000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 09:00,Hyderabad,Telangana,India,Monthly salary credit,01-12-2025 09:05
415,8,6,15000,CREDIT,RTGS,TRANSFER,Rental Income,Tenant,03-12-2025 11:00,Hyderabad,Telangana,India,Monthly rent received,03-12-2025 11:05
416,9,7,42000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 08:30,Chennai,Tamil Nadu,India,Monthly salary credit,01-12-2025 08:35
417,9,7,7500,CREDIT,IMPS,TRANSFER,Fund Transfer,BHIM UPI,12-12-2025 16:45,Chennai,Tamil Nadu,India,Received from colleague,12-12-2025 16:46
418,10,8,60000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 09:45,Kolkata,West Bengal,India,Monthly salary credit,01-12-2025 09:50
419,10,8,9000,CREDIT,NEFT,TRANSFER,Insurance Maturity,LIC,20-12-2025 12:00,Kolkata,West Bengal,India,LIC policy maturity,20-12-2025 12:05
420,11,9,35000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 09:00,Ahmedabad,Gujarat,India,Monthly salary credit,01-12-2025 09:05
421,11,9,4200,CREDIT,UPI,TRANSFER,Refund,Flipkart,09-12-2025 10:30,Ahmedabad,Gujarat,India,Product return refund,09-12-2025 10:31
422,12,10,70000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:15,Jaipur,Rajasthan,India,Monthly salary credit,01-12-2025 09:20
423,12,10,11000,CREDIT,IMPS,TRANSFER,Freelance Payment,Upwork,14-12-2025 17:00,Jaipur,Rajasthan,India,Freelance project payment,14-12-2025 17:05
424,13,11,30000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 08:00,Surat,Gujarat,India,Monthly salary credit,01-12-2025 08:05
425,13,11,2500,CREDIT,UPI,TRANSFER,Cashback,Amazon Pay,07-12-2025 09:45,Surat,Gujarat,India,Cashback on purchase,07-12-2025 09:46
426,14,12,62000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 09:30,Lucknow,Uttar Pradesh,India,Monthly salary credit,01-12-2025 09:35
427,14,12,18000,CREDIT,RTGS,TRANSFER,Rental Income,Tenant,02-12-2025 10:00,Lucknow,Uttar Pradesh,India,Monthly rent received,02-12-2025 10:05
428,15,13,27000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 09:00,Bhopal,Madhya Pradesh,India,Monthly salary credit,01-12-2025 09:05
429,15,13,3000,CREDIT,UPI,TRANSFER,Fund Transfer,PhonePe,16-12-2025 14:30,Bhopal,Madhya Pradesh,India,Received from sister,16-12-2025 14:31
430,16,14,105000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 08:45,Indore,Madhya Pradesh,India,Monthly salary credit,01-12-2025 08:50
431,16,14,25000,CREDIT,RTGS,TRANSFER,Business Receipt,Client Payment,11-12-2025 13:00,Indore,Madhya Pradesh,India,Consulting fee received,11-12-2025 13:05
432,17,15,18000,CREDIT,NEFT,INCOME,Salary,BOB Payroll,01-12-2025 10:15,Kolhapur,Maharashtra,India,Monthly salary credit,01-12-2025 10:20
433,17,15,4500,CREDIT,IMPS,TRANSFER,Fund Transfer,Google Pay,13-12-2025 12:00,Kolhapur,Maharashtra,India,Received from brother,13-12-2025 12:01
434,18,16,40000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 09:00,Nashik,Maharashtra,India,Monthly salary credit,01-12-2025 09:05
435,18,16,6500,CREDIT,NEFT,TRANSFER,Dividend,HDFC Mutual Fund,05-12-2025 11:00,Nashik,Maharashtra,India,Mutual fund dividend payout,05-12-2025 11:05
436,19,17,130000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 08:30,Varanasi,Uttar Pradesh,India,Monthly salary credit,01-12-2025 08:35
437,19,17,20000,CREDIT,RTGS,TRANSFER,Rental Income,Tenant,01-12-2025 10:00,Varanasi,Uttar Pradesh,India,Monthly rent received,01-12-2025 10:05
438,20,18,55000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:00,Patna,Bihar,India,Monthly salary credit,01-12-2025 09:05
439,20,18,8500,CREDIT,IMPS,TRANSFER,Freelance Payment,Fiverr,17-12-2025 15:30,Patna,Bihar,India,Freelance design payment,17-12-2025 15:35
440,21,19,65000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 09:15,Coimbatore,Tamil Nadu,India,Monthly salary credit,01-12-2025 09:20
441,21,19,10000,CREDIT,UPI,TRANSFER,Refund,MakeMyTrip,06-12-2025 08:30,Coimbatore,Tamil Nadu,India,Flight cancellation refund,06-12-2025 08:31
442,22,20,29000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 09:30,Vijayawada,Andhra Pradesh,India,Monthly salary credit,01-12-2025 09:35
443,22,20,5500,CREDIT,IMPS,TRANSFER,Fund Transfer,BHIM UPI,19-12-2025 16:00,Vijayawada,Andhra Pradesh,India,Received from friend,19-12-2025 16:01
444,23,21,25000,CREDIT,NEFT,INCOME,Salary,BOI Payroll,01-12-2025 08:00,Rajkot,Gujarat,India,Monthly salary credit,01-12-2025 08:05
445,23,21,3200,CREDIT,UPI,TRANSFER,Cashback,Paytm,10-12-2025 11:00,Rajkot,Gujarat,India,Cashback on bill payment,10-12-2025 11:01
446,24,22,78000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 09:45,Madurai,Tamil Nadu,India,Monthly salary credit,01-12-2025 09:50
447,24,22,14000,CREDIT,RTGS,TRANSFER,Business Receipt,Client Payment,08-12-2025 14:00,Madurai,Tamil Nadu,India,Project payment received,08-12-2025 14:05
448,25,23,20000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 10:00,Meerut,Uttar Pradesh,India,Monthly salary credit,01-12-2025 10:05
449,25,23,2800,CREDIT,UPI,TRANSFER,Refund,Swiggy,11-12-2025 13:20,Meerut,Uttar Pradesh,India,Order refund received,11-12-2025 13:21
450,26,24,36000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 08:15,Faridabad,Haryana,India,Monthly salary credit,01-12-2025 08:20
451,26,24,7000,CREDIT,IMPS,TRANSFER,Fund Transfer,PhonePe,14-12-2025 10:30,Faridabad,Haryana,India,Received from parents,14-12-2025 10:31
452,27,25,60000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:00,Agra,Uttar Pradesh,India,Monthly salary credit,01-12-2025 09:05
453,27,25,9500,CREDIT,NEFT,TRANSFER,Insurance Maturity,SBI Life,22-12-2025 11:00,Agra,Uttar Pradesh,India,Policy maturity amount,22-12-2025 11:05
454,28,26,26000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 09:30,Guwahati,Assam,India,Monthly salary credit,01-12-2025 09:35
455,28,26,4000,CREDIT,UPI,TRANSFER,Cashback,Amazon Pay,03-12-2025 12:45,Guwahati,Assam,India,Cashback on order,03-12-2025 12:46
456,29,27,82000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 08:30,Chandigarh,Chandigarh,India,Monthly salary credit,01-12-2025 08:35
457,29,27,16000,CREDIT,RTGS,TRANSFER,Rental Income,Tenant,04-12-2025 09:00,Chandigarh,Chandigarh,India,Monthly rent received,04-12-2025 09:05
458,30,28,19000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 10:15,Amritsar,Punjab,India,Monthly salary credit,01-12-2025 10:20
459,30,28,3800,CREDIT,UPI,TRANSFER,Refund,IRCTC,09-12-2025 15:00,Amritsar,Punjab,India,Train ticket refund,09-12-2025 15:01
460,31,29,72000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 09:00,Dehradun,Uttarakhand,India,Monthly salary credit,01-12-2025 09:05
461,31,29,13000,CREDIT,IMPS,TRANSFER,Freelance Payment,Toptal,16-12-2025 17:30,Dehradun,Uttarakhand,India,Freelance consulting payment,16-12-2025 17:35
462,32,30,15000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:45,Raipur,Chhattisgarh,India,Monthly salary credit,01-12-2025 09:50
463,32,30,2200,CREDIT,UPI,TRANSFER,Fund Transfer,Google Pay,20-12-2025 14:00,Raipur,Chhattisgarh,India,Received from colleague,20-12-2025 14:01
464,33,31,35000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 08:00,Jodhpur,Rajasthan,India,Monthly salary credit,01-12-2025 08:05
465,33,31,6000,CREDIT,NEFT,TRANSFER,Dividend,Axis Mutual Fund,07-12-2025 10:00,Jodhpur,Rajasthan,India,Mutual fund dividend,07-12-2025 10:05
466,34,32,99000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 09:00,Thiruvananthapuram,Kerala,India,Monthly salary credit,01-12-2025 09:05
467,34,32,22000,CREDIT,RTGS,TRANSFER,Business Receipt,Client Payment,12-12-2025 13:00,Thiruvananthapuram,Kerala,India,Business invoice payment,12-12-2025 13:05
468,35,33,55000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 08:45,Kochi,Kerala,India,Monthly salary credit,01-12-2025 08:50
469,35,33,8800,CREDIT,IMPS,TRANSFER,Fund Transfer,BHIM UPI,18-12-2025 11:00,Kochi,Kerala,India,Received from brother,18-12-2025 11:01
470,36,34,22000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 10:00,Visakhapatnam,Andhra Pradesh,India,Monthly salary credit,01-12-2025 10:05
471,36,34,4500,CREDIT,UPI,TRANSFER,Refund,Nykaa,13-12-2025 09:30,Visakhapatnam,Andhra Pradesh,India,Product return refund,13-12-2025 09:31
472,37,35,52000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:00,Mysuru,Karnataka,India,Monthly salary credit,01-12-2025 09:05
473,37,35,10500,CREDIT,RTGS,TRANSFER,Rental Income,Tenant,05-12-2025 10:00,Mysuru,Karnataka,India,Monthly rent received,05-12-2025 10:05
474,38,36,75000,CREDIT,NEFT,INCOME,Salary,BOB Payroll,01-12-2025 08:30,Hubli,Karnataka,India,Monthly salary credit,01-12-2025 08:35
475,38,36,17000,CREDIT,IMPS,TRANSFER,Freelance Payment,Freelancer,15-12-2025 16:00,Hubli,Karnataka,India,Web development payment,15-12-2025 16:05
476,39,37,42000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 09:15,Mangaluru,Karnataka,India,Monthly salary credit,01-12-2025 09:20
477,39,37,7200,CREDIT,UPI,TRANSFER,Cashback,PhonePe,10-12-2025 12:30,Mangaluru,Karnataka,India,Cashback on recharge,10-12-2025 12:31
478,40,38,18000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 10:30,Aurangabad,Maharashtra,India,Monthly salary credit,01-12-2025 10:35
479,40,38,3000,CREDIT,IMPS,TRANSFER,Fund Transfer,PhonePe,17-12-2025 13:00,Aurangabad,Maharashtra,India,Received from friend,17-12-2025 13:01
480,41,39,108000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 08:00,Pune,Maharashtra,India,Monthly salary credit,01-12-2025 08:05
481,41,39,30000,CREDIT,RTGS,TRANSFER,Business Receipt,Client Payment,09-12-2025 14:00,Pune,Maharashtra,India,Consulting fees received,09-12-2025 14:05
482,42,40,14000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 09:30,Nashik,Maharashtra,India,Monthly salary credit,01-12-2025 09:35
483,42,40,2000,CREDIT,UPI,TRANSFER,Refund,BookMyShow,06-12-2025 17:30,Nashik,Maharashtra,India,Ticket cancellation refund,06-12-2025 17:31
484,43,41,88000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:00,Noida,Uttar Pradesh,India,Monthly salary credit,01-12-2025 09:05
485,43,41,19000,CREDIT,RTGS,TRANSFER,Rental Income,Tenant,03-12-2025 11:00,Noida,Uttar Pradesh,India,Monthly rent received,03-12-2025 11:05
486,44,42,10000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 10:00,Gurgaon,Haryana,India,Monthly salary credit,01-12-2025 10:05
487,44,42,1800,CREDIT,UPI,TRANSFER,Cashback,Paytm,12-12-2025 10:00,Gurgaon,Haryana,India,Cashback on utility bill,12-12-2025 10:01
488,45,43,32000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 08:45,Bhubaneswar,Odisha,India,Monthly salary credit,01-12-2025 08:50
489,45,43,5800,CREDIT,IMPS,TRANSFER,Fund Transfer,Google Pay,14-12-2025 15:30,Bhubaneswar,Odisha,India,Received from cousin,14-12-2025 15:31
490,46,44,39000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 09:15,Trivandrum,Kerala,India,Monthly salary credit,01-12-2025 09:20
491,46,44,12000,CREDIT,NEFT,TRANSFER,Insurance Maturity,Max Life,21-12-2025 12:00,Trivandrum,Kerala,India,Policy maturity payout,21-12-2025 12:05
492,47,45,78000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 08:00,Mangaluru,Karnataka,India,Monthly salary credit,01-12-2025 08:05
493,47,45,14500,CREDIT,RTGS,TRANSFER,Business Receipt,Client Payment,10-12-2025 13:00,Mangaluru,Karnataka,India,Project completion payment,10-12-2025 13:05
494,48,46,33000,CREDIT,NEFT,INCOME,Salary,BOI Payroll,01-12-2025 09:30,Kozhikode,Kerala,India,Monthly salary credit,01-12-2025 09:35
495,48,46,6500,CREDIT,IMPS,TRANSFER,Freelance Payment,Fiverr,19-12-2025 16:30,Kozhikode,Kerala,India,Graphic design payment,19-12-2025 16:35
496,49,49,69000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 09:00,Guntur,Andhra Pradesh,India,Monthly salary credit,01-12-2025 09:05
497,49,49,11000,CREDIT,RTGS,TRANSFER,Rental Income,Tenant,02-12-2025 10:30,Guntur,Andhra Pradesh,India,Monthly rent received,02-12-2025 10:35
498,50,47,90000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 08:30,Tirupati,Andhra Pradesh,India,Monthly salary credit,01-12-2025 08:35
499,50,47,21000,CREDIT,IMPS,TRANSFER,Freelance Payment,Upwork,13-12-2025 17:00,Tirupati,Andhra Pradesh,India,Software development payment,13-12-2025 17:05
500,51,50,48000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 09:45,Salem,Tamil Nadu,India,Monthly salary credit,01-12-2025 09:50
501,51,50,9200,CREDIT,UPI,TRANSFER,Cashback,Amazon Pay,08-12-2025 11:30,Salem,Tamil Nadu,India,Festival cashback reward,08-12-2025 11:31
502,52,48,45000,CREDIT,NEFT,INCOME,Salary,PNB Payroll,01-12-2025 09:00,Erode,Tamil Nadu,India,Monthly salary credit,01-12-2025 09:05
503,52,48,8000,CREDIT,NEFT,TRANSFER,Dividend,SBI Mutual Fund,06-12-2025 10:00,Erode,Tamil Nadu,India,Quarterly dividend received,06-12-2025 10:05
504,1,51,32000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 09:00,Jaipur,Rajasthan,India,Monthly salary credit,01-12-2025 09:05
505,1,51,6000,CREDIT,IMPS,TRANSFER,Fund Transfer,PhonePe,16-12-2025 14:00,Jaipur,Rajasthan,India,Received from spouse,16-12-2025 14:01
506,2,52,250000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 08:00,Mumbai,Maharashtra,India,Monthly salary credit,01-12-2025 08:05
507,2,52,45000,CREDIT,RTGS,TRANSFER,Business Receipt,Client Payment,11-12-2025 14:00,Mumbai,Maharashtra,India,Annual bonus received,11-12-2025 14:05
508,53,53,62000,CREDIT,NEFT,INCOME,Salary,Axis Payroll,01-12-2025 09:30,Pune,Maharashtra,India,Monthly salary credit,01-12-2025 09:35
509,53,53,11500,CREDIT,IMPS,TRANSFER,Freelance Payment,Upwork,18-12-2025 16:00,Pune,Maharashtra,India,Freelance IT project payment,18-12-2025 16:05
